HOT669 SEQF2286 1 1 1529	Neisseria meningitidis H44/76	GCA_000185025.2_ASM18502v2
HOT529 SEQF2552 4 5 1552	Lactobacillus acidophilus DSM 20242	GCA_000442825.1_LaDSM20242V1
HOT529 SEQF2540 3 4 1559	Lactobacillus acidophilus La-14	GCA_000389675.2_ASM38967v2
HOT529 SEQF2540 1 4 1559	Lactobacillus acidophilus La-14	GCA_000389675.2_ASM38967v2
HOT529 SEQF2540 4 4 1559	Lactobacillus acidophilus La-14	GCA_000389675.2_ASM38967v2
HOT529 SEQF2540 2 4 1559	Lactobacillus acidophilus La-14	GCA_000389675.2_ASM38967v2
HOT529 SEQF1073 3 4 1572	Lactobacillus acidophilus NCFM	GCA_000011985.1_ASM1198v1
HOT817 SEQF2420 2 3 1552	Lactobacillus crispatus FB077-07	GCA_000301135.1_Lact_cris_FB077-07_V1
HOT817 SEQF2420 3 3 1552	Lactobacillus crispatus FB077-07	GCA_000301135.1_Lact_cris_FB077-07_V1
HOT817 817-7362 1 1 1519	Lactobacillus_crispatus__HOT_817__Strain_DSM_20584__GB_Y17362__Named__G__2	GCA_000301135.1_Lact_cris_FB077-07_V1
HOT817 SEQF2420 1 3 1538	Lactobacillus crispatus FB077-07	GCA_000301135.1_Lact_cris_FB077-07_V1
HOT817 SEQF1930 2 4 1552	Lactobacillus crispatus ST1	GCA_000091765.1_ASM9176v1
HOT817 SEQF1930 4 4 1552	Lactobacillus crispatus ST1	GCA_000091765.1_ASM9176v1
HOT817 SEQF2421 3 3 1552	Lactobacillus crispatus FB049-03	GCA_000301115.1_Lact_cris_FB049-03_V1
HOT817 SEQF1930 3 4 1552	Lactobacillus crispatus ST1	GCA_000091765.1_ASM9176v1
HOT817 SEQF1930 1 4 1552	Lactobacillus crispatus ST1	GCA_000091765.1_ASM9176v1
HOT817 SEQF2421 2 3 1552	Lactobacillus crispatus FB049-03	GCA_000301115.1_Lact_cris_FB049-03_V1
HOT817 SEQF2421 1 3 1552	Lactobacillus crispatus FB049-03	GCA_000301115.1_Lact_cris_FB049-03_V1
HOT817 SEQF1763 1 1 1552	Lactobacillus crispatus MV-1A-US	GCA_000161915.2_Lacto_cris_MV-1A-US_V2
HOT817 SEQF1368 1 1 1552	Lactobacillus crispatus JV-V01	GCA_000160515.1_ASM16051v1
HOT817 SEQF2084 1 1 1557	Lactobacillus crispatus 214-1	GCA_000177575.1_ASM17757v1
HOT529 SEQF2108 2 4 1575	Lactobacillus amylovorus 30SC	GCA_000191545.1_ASM19154v1
HOT529 SEQF2108 4 4 1575	Lactobacillus amylovorus 30SC	GCA_000191545.1_ASM19154v1
HOT529 SEQF2108 3 4 1575	Lactobacillus amylovorus 30SC	GCA_000191545.1_ASM19154v1
HOT529 SEQF2108 1 4 1575	Lactobacillus amylovorus 30SC	GCA_000191545.1_ASM19154v1
HOT461 461HT070 2 2 1519	Lactobacillus_ultunensis__HOT_461__Clone_HT070__GB_AY349383__Named__X__1	GCA_000191545.1_ASM19154v1
HOT461 461-7065 1 2 1519	Lactobacillus_ultunensis__HOT_461__Strain_CCUG_48460__GB_NR_117065__Named__X__1	GCA_000191545.1_ASM19154v1
HOT861 SEQF2498 1 1 1566	Lactobacillus plantarum UCMA 3037	GCA_000347515.1_Assemblage_de_novo
HOT883 883-9211 1 1 1522	Lactobacillus_pentosus__HOT_883__Strain_ATCC_8041__GB_D79211__Named__G__0	GCA_000347515.1_Assemblage_de_novo
HOT861 861-9598 1 1 1542	Lactobacillus_plantarum__HOT_861__Strain_ZDY78__GB_EU559598__Named__G__0	GCA_000347515.1_Assemblage_de_novo
HOT861 SEQF2543 5 5 1555	Lactobacillus plantarum subsp. plantarum P-8	GCA_000392485.2_ASM39248v2
HOT861 SEQF2112 3 5 1571	Lactobacillus plantarum JDM1	GCA_000023085.1_ASM2308v1
HOT861 SEQF1965 2 5 1571	Lactobacillus plantarum WCFS1	GCA_000203855.3_ASM20385v3
HOT861 SEQF2112 1 5 1571	Lactobacillus plantarum JDM1	GCA_000023085.1_ASM2308v1
HOT861 SEQF2112 5 5 1571	Lactobacillus plantarum JDM1	GCA_000023085.1_ASM2308v1
HOT861 SEQF2113 2 5 1571	Lactobacillus plantarum subsp. plantarum ST-III	GCA_000148815.2_ASM14881v1
HOT861 SEQF2112 4 5 1571	Lactobacillus plantarum JDM1	GCA_000023085.1_ASM2308v1
HOT861 SEQF1965 5 5 1571	Lactobacillus plantarum WCFS1	GCA_000203855.3_ASM20385v3
HOT861 SEQF2112 2 5 1571	Lactobacillus plantarum JDM1	GCA_000023085.1_ASM2308v1
HOT861 SEQF2525 1 1 1577	Lactobacillus plantarum IPLA88	GCA_000410795.1_LplantarumLP882.0
HOT861 SEQF2543 2 5 1555	Lactobacillus plantarum subsp. plantarum P-8	GCA_000392485.2_ASM39248v2
HOT861 SEQF2542 3 5 1571	Lactobacillus plantarum 16	GCA_000412205.1_ASM41220v1
HOT861 SEQF2543 3 5 1555	Lactobacillus plantarum subsp. plantarum P-8	GCA_000392485.2_ASM39248v2
HOT861 SEQF2113 3 5 1571	Lactobacillus plantarum subsp. plantarum ST-III	GCA_000148815.2_ASM14881v1
HOT861 SEQF2113 1 5 1571	Lactobacillus plantarum subsp. plantarum ST-III	GCA_000148815.2_ASM14881v1
HOT861 SEQF1984 1 1 1555	Lactobacillus plantarum subsp. plantarum ATCC 14917 = JCM 1149 = CGMCC 1.2437	GCA_000143745.1_ASM14374v1
HOT861 SEQF2104 3 5 1571	Lactobacillus plantarum subsp. plantarum NC8	GCA_000247735.2_ASM24773v2
HOT861 SEQF2104 5 5 1571	Lactobacillus plantarum subsp. plantarum NC8	GCA_000247735.2_ASM24773v2
HOT861 SEQF2104 4 5 1571	Lactobacillus plantarum subsp. plantarum NC8	GCA_000247735.2_ASM24773v2
HOT861 SEQF2104 1 5 1571	Lactobacillus plantarum subsp. plantarum NC8	GCA_000247735.2_ASM24773v2
HOT861 SEQF1965 4 5 1571	Lactobacillus plantarum WCFS1	GCA_000203855.3_ASM20385v3
HOT861 SEQF1965 3 5 1571	Lactobacillus plantarum WCFS1	GCA_000203855.3_ASM20385v3
HOT861 SEQF2104 2 5 1571	Lactobacillus plantarum subsp. plantarum NC8	GCA_000247735.2_ASM24773v2
HOT861 SEQF1965 1 5 1571	Lactobacillus plantarum WCFS1	GCA_000203855.3_ASM20385v3
HOT861 SEQF2113 4 5 1571	Lactobacillus plantarum subsp. plantarum ST-III	GCA_000148815.2_ASM14881v1
HOT861 SEQF2542 2 5 1571	Lactobacillus plantarum 16	GCA_000412205.1_ASM41220v1
HOT861 SEQF2543 1 5 1555	Lactobacillus plantarum subsp. plantarum P-8	GCA_000392485.2_ASM39248v2
HOT861 SEQF2441 5 5 1555	Lactobacillus plantarum ZJ316	GCA_000338115.2_ASM33811v2
HOT861 SEQF2441 2 5 1555	Lactobacillus plantarum ZJ316	GCA_000338115.2_ASM33811v2
HOT861 SEQF2441 3 5 1555	Lactobacillus plantarum ZJ316	GCA_000338115.2_ASM33811v2
HOT861 SEQF2543 4 5 1555	Lactobacillus plantarum subsp. plantarum P-8	GCA_000392485.2_ASM39248v2
HOT861 SEQF2441 4 5 1555	Lactobacillus plantarum ZJ316	GCA_000338115.2_ASM33811v2
HOT861 SEQF2441 1 5 1555	Lactobacillus plantarum ZJ316	GCA_000338115.2_ASM33811v2
HOT861 SEQF2113 5 5 1571	Lactobacillus plantarum subsp. plantarum ST-III	GCA_000148815.2_ASM14881v1
HOT861 SEQF2542 5 5 1570	Lactobacillus plantarum 16	GCA_000412205.1_ASM41220v1
HOT883 SEQF2419 4 5 1571	Lactobacillus pentosus KCA1	GCA_000271445.1_KCA1_v9
HOT883 SEQF2419 2 5 1571	Lactobacillus pentosus KCA1	GCA_000271445.1_KCA1_v9
HOT883 SEQF2419 1 5 1571	Lactobacillus pentosus KCA1	GCA_000271445.1_KCA1_v9
HOT883 SEQF2419 5 5 1571	Lactobacillus pentosus KCA1	GCA_000271445.1_KCA1_v9
HOT883 SEQF2419 3 5 1571	Lactobacillus pentosus KCA1	GCA_000271445.1_KCA1_v9
HOT418 418-8619 1 1 1529	Lactobacillus_parafarraginis__HOT_418__Strain_C4M_55__GB_AY278619__Named__G__0	GCA_000271445.1_KCA1_v9
HOT424 SEQF1861 1 1 1161	Lactobacillus kisonensis F0435	GCA_000242275.1_ASM24227v1
HOT424 424-8620 1 1 1530	Lactobacillus_kisonensis__HOT_424__Strain_C4M_47__GB_AY278620__Named__G__0	GCA_000242275.1_ASM24227v1
HOT884 884-1659 1 1 1546	Lactobacillus_rapi__HOT_884__Strain_YIT_11204__GB_NR_041659__Named__G__0	GCA_000242275.1_ASM24227v1
HOT881 881-5055 1 1 1530	Lactobacillus_buchneri__HOT_881__Strain_JCM_1115__GB_AB205055__Named__G__0	GCA_000242275.1_ASM24227v1
HOT881 SEQF2428 2 5 1563	Lactobacillus buchneri NRRL B-30929	GCA_000211375.1_ASM21137v1
HOT881 SEQF2428 4 5 1563	Lactobacillus buchneri NRRL B-30929	GCA_000211375.1_ASM21137v1
HOT881 SEQF2427 3 5 1563	Lactobacillus buchneri CD034	GCA_000298115.2_ASM29811v2
HOT881 SEQF2427 5 5 1563	Lactobacillus buchneri CD034	GCA_000298115.2_ASM29811v2
HOT881 SEQF2428 3 5 1563	Lactobacillus buchneri NRRL B-30929	GCA_000211375.1_ASM21137v1
HOT881 SEQF2427 4 5 1563	Lactobacillus buchneri CD034	GCA_000298115.2_ASM29811v2
HOT881 SEQF2427 2 5 1563	Lactobacillus buchneri CD034	GCA_000298115.2_ASM29811v2
HOT881 SEQF2427 1 5 1563	Lactobacillus buchneri CD034	GCA_000298115.2_ASM29811v2
HOT881 SEQF2428 5 5 1563	Lactobacillus buchneri NRRL B-30929	GCA_000211375.1_ASM21137v1
HOT881 SEQF2428 1 5 1562	Lactobacillus buchneri NRRL B-30929	GCA_000211375.1_ASM21137v1
HOT881 SEQF2418 1 1 1562	Lactobacillus buchneri ATCC 11577	GCA_000159195.1_ASM15919v1
HOT558 SEQF1638 1 1 1562	Lactobacillus brevis subsp. gravesensis ATCC 27305	GCA_000159175.1_ASM15917v1
HOT558 SEQF1252 5 5 1563	Lactobacillus brevis ATCC 367	GCA_000014465.1_ASM1446v1
HOT558 SEQF1252 4 5 1563	Lactobacillus brevis ATCC 367	GCA_000014465.1_ASM1446v1
HOT558 SEQF1252 1 5 1563	Lactobacillus brevis ATCC 367	GCA_000014465.1_ASM1446v1
HOT558 SEQF1252 2 5 1563	Lactobacillus brevis ATCC 367	GCA_000014465.1_ASM1446v1
HOT558 SEQF1252 3 5 1563	Lactobacillus brevis ATCC 367	GCA_000014465.1_ASM1446v1
HOT558 558-0328 1 1 1521	Lactobacillus_brevis__HOT_558__Strain_K9__GB_AF090328__Named__G__0	GCA_000014465.1_ASM1446v1
HOT749 SEQF2117 1 1 1432	Lactobacillus rhamnosus ATCC 21052	GCA_000235865.1_ASM23586v1
HOT749 SEQF2119 2 3 318		Lactobacillus rhamnosus R0011	GCA_000235785.2_ASM23578v2
HOT568 SEQF2494 4 6 361		Lactobacillus casei Lc-10	GCA_000309765.1_ASM30976v1
HOT568 SEQF2494 6 6 322		Lactobacillus casei Lc-10	GCA_000309765.1_ASM30976v1
HOT568 SEQF2494 5 6 409		Lactobacillus casei Lc-10	GCA_000309765.1_ASM30976v1
HOT749 SEQF2569 2 5 1549	Lactobacillus rhamnosus LOCK908	GCA_000418495.1_ASM41849v1
HOT568 568-6552 1 1 1525	Lactobacillus_casei__HOT_568__Strain_JCM_1136__GB_D16552__Named__G__0	GCA_000418495.1_ASM41849v1
HOT749 749-3146 1 1 1525	Lactobacillus_rhamnosus__HOT_749__Strain_F11__GB_AF243146__Named__G__2	GCA_000418495.1_ASM41849v1
HOT749 SEQF1718 3 5 1558	Lactobacillus rhamnosus Lc 705	GCA_000026525.1_ASM2652v1
HOT749 SEQF2568 5 5 1549	Lactobacillus rhamnosus LOCK900	GCA_000418475.1_ASM41847v1
HOT749 SEQF2569 3 5 1549	Lactobacillus rhamnosus LOCK908	GCA_000418495.1_ASM41849v1
HOT749 SEQF2569 5 5 1549	Lactobacillus rhamnosus LOCK908	GCA_000418495.1_ASM41849v1
HOT749 SEQF1717 1 5 1574	Lactobacillus rhamnosus GG	GCA_000011045.1_ASM1104v1
HOT749 SEQF1717 2 5 1574	Lactobacillus rhamnosus GG	GCA_000011045.1_ASM1104v1
HOT749 SEQF2568 3 5 1549	Lactobacillus rhamnosus LOCK900	GCA_000418475.1_ASM41847v1
HOT749 SEQF2568 2 5 1549	Lactobacillus rhamnosus LOCK900	GCA_000418475.1_ASM41847v1
HOT749 SEQF2119 1 3 1580	Lactobacillus rhamnosus R0011	GCA_000235785.2_ASM23578v2
HOT749 SEQF2114 5 5 1556	Lactobacillus rhamnosus ATCC 8530	GCA_000233755.1_ASM23375v1
HOT749 SEQF2114 3 5 1556	Lactobacillus rhamnosus ATCC 8530	GCA_000233755.1_ASM23375v1
HOT749 SEQF1257 1 1 1579	Lactobacillus rhamnosus HN001	GCA_000173255.2_ASM17325v2
HOT749 SEQF1718 2 5 1558	Lactobacillus rhamnosus Lc 705	GCA_000026525.1_ASM2652v1
HOT749 SEQF2114 1 5 1558	Lactobacillus rhamnosus ATCC 8530	GCA_000233755.1_ASM23375v1
HOT749 SEQF1781 1 1 1558	Lactobacillus rhamnosus LMS2-1	GCA_000160175.1_ASM16017v1
HOT749 SEQF1718 4 5 1558	Lactobacillus rhamnosus Lc 705	GCA_000026525.1_ASM2652v1
HOT749 SEQF2114 2 5 1558	Lactobacillus rhamnosus ATCC 8530	GCA_000233755.1_ASM23375v1
HOT749 SEQF2569 4 5 1549	Lactobacillus rhamnosus LOCK908	GCA_000418495.1_ASM41849v1
HOT749 SEQF1718 5 5 1558	Lactobacillus rhamnosus Lc 705	GCA_000026525.1_ASM2652v1
HOT749 SEQF1718 1 5 1558	Lactobacillus rhamnosus Lc 705	GCA_000026525.1_ASM2652v1
HOT749 SEQF2569 1 5 1549	Lactobacillus rhamnosus LOCK908	GCA_000418495.1_ASM41849v1
HOT749 SEQF1717 5 5 1574	Lactobacillus rhamnosus GG	GCA_000011045.1_ASM1104v1
HOT749 SEQF2568 4 5 1549	Lactobacillus rhamnosus LOCK900	GCA_000418475.1_ASM41847v1
HOT749 SEQF2119 3 3 1576	Lactobacillus rhamnosus R0011	GCA_000235785.2_ASM23578v2
HOT749 SEQF2568 1 5 1549	Lactobacillus rhamnosus LOCK900	GCA_000418475.1_ASM41847v1
HOT749 SEQF2114 4 5 1558	Lactobacillus rhamnosus ATCC 8530	GCA_000233755.1_ASM23375v1
HOT749 SEQF1717 4 5 1574	Lactobacillus rhamnosus GG	GCA_000011045.1_ASM1104v1
HOT749 SEQF1717 3 5 1574	Lactobacillus rhamnosus GG	GCA_000011045.1_ASM1104v1
HOT568 SEQF1493 2 5 1558	Lactobacillus casei str. Zhang	GCA_000019245.3_ASM1924v3
HOT568 SEQF2566 2 5 1549	Lactobacillus casei LOCK919	GCA_000418515.1_ASM41851v1
HOT568 SEQF2493 6 6 1573	Lactobacillus casei CRF28	GCA_000309645.1_ASM30964v1
HOT568 SEQF1493 1 5 1558	Lactobacillus casei str. Zhang	GCA_000019245.3_ASM1924v3
HOT568 SEQF1493 3 5 1558	Lactobacillus casei str. Zhang	GCA_000019245.3_ASM1924v3
HOT568 SEQF2496 2 5 1573	Lactobacillus casei M36	GCA_000309665.1_ASM30966v1
HOT568 SEQF2495 1 1 1573	Lactobacillus casei Lpc-37	GCA_000309785.1_ASM30978v1
HOT716 716-9212 1 1 1525	Lactobacillus_paracasei__HOT_716__Strain_JCM_8130__GB_D79212__Named__G__2	GCA_000309785.1_ASM30978v1
HOT716 SEQF2527 1 1 1549	Lactobacillus paracasei subsp. paracasei Lpp230	GCA_000409815.1_Lpp230.v.1
HOT716 SEQF2526 1 1 1549	Lactobacillus paracasei subsp. tolerans Lpl7	GCA_000409835.1_Lpl7v.1
HOT568 SEQF2566 1 5 1549	Lactobacillus casei LOCK919	GCA_000418515.1_ASM41851v1
HOT568 SEQF2566 4 5 1549	Lactobacillus casei LOCK919	GCA_000418515.1_ASM41851v1
HOT716 SEQF2528 1 1 1549	Lactobacillus paracasei subsp. paracasei Lpp120	GCA_000409935.1_L.paracasei_Lpp120.v.1
HOT568 SEQF1254 2 5 1568	Lactobacillus paracasei ATCC 334	GCA_000014525.1_ASM1452v1
HOT568 SEQF1254 5 5 1568	Lactobacillus paracasei ATCC 334	GCA_000014525.1_ASM1452v1
HOT568 SEQF1254 4 5 1568	Lactobacillus paracasei ATCC 334	GCA_000014525.1_ASM1452v1
HOT568 SEQF2566 5 5 1549	Lactobacillus casei LOCK919	GCA_000418515.1_ASM41851v1
HOT568 SEQF1493 5 5 1558	Lactobacillus casei str. Zhang	GCA_000019245.3_ASM1924v3
HOT568 SEQF2494 2 6 1573	Lactobacillus casei Lc-10	GCA_000309765.1_ASM30976v1
HOT568 SEQF2566 3 5 1549	Lactobacillus casei LOCK919	GCA_000418515.1_ASM41851v1
HOT568 SEQF1493 4 5 1558	Lactobacillus casei str. Zhang	GCA_000019245.3_ASM1924v3
HOT716 SEQF1777 1 1 1558	Lactobacillus paracasei subsp. paracasei ATCC 25302	GCA_000159495.1_ASM15949v1
HOT568 SEQF1254 1 5 1568	Lactobacillus paracasei ATCC 334	GCA_000014525.1_ASM1452v1
HOT568 SEQF2493 4 6 428		Lactobacillus casei CRF28	GCA_000309645.1_ASM30964v1
HOT568 SEQF2494 3 6 453		Lactobacillus casei Lc-10	GCA_000309765.1_ASM30976v1
HOT709 SEQF1856 2 5 1512	Lactobacillus oris F0423	GCA_000221505.2_ASM22150v2
HOT709 709F0423 1 1 1530	Lactobacillus_oris__HOT_709__Strain_F0423__GB_HM596285__Named__G__0	GCA_000221505.2_ASM22150v2
HOT709 SEQF1856 1 5 1512	Lactobacillus oris F0423	GCA_000221505.2_ASM22150v2
HOT709 SEQF1856 3 5 1512	Lactobacillus oris F0423	GCA_000221505.2_ASM22150v2
HOT709 SEQF1856 5 5 1512	Lactobacillus oris F0423	GCA_000221505.2_ASM22150v2
HOT709 SEQF1856 4 5 1512	Lactobacillus oris F0423	GCA_000221505.2_ASM22150v2
HOT709 SEQF1910 1 1 1512	Lactobacillus oris PB013-T2-3	GCA_000180015.1_ASM18001v1
HOT882 882-4230 1 1 1530	Lactobacillus_panis__HOT_882__Strain_DSM_6035__GB_X94230__Named__G__2	GCA_000180015.1_ASM18001v1
HOT051 SEQF1783 3 3 1403	Lactobacillus vaginalis DSM 5837 = ATCC 49540	GCA_000159435.1_ASM15943v1
HOT051 051DoxG3 1 1 1530	Lactobacillus_vaginalis__HOT_051__Strain_DoxG3__GB_GQ422709__Named__G__3	GCA_000159435.1_ASM15943v1
HOT052 052DoxG2 1 1 1530	Lactobacillus_sp.__HOT_052__Strain_DoxG2__GB_GQ422710__Lost__X__1	GCA_000159435.1_ASM15943v1
HOT816 816-3776 1 1 1530	Lactobacillus_coleohominis__HOT_816__Strain_DSM_14060__GB_AM113776__Named__G__0	GCA_000159435.1_ASM15943v1
HOT818 818-3507 1 1 1528	Lactobacillus_reuteri_genosp._1__HOT_818__Strain_DSM_20016__GB_L23507__Named__G__0	GCA_000159435.1_ASM15943v1
HOT818 SEQF2567 3 6 1597	Lactobacillus reuteri TD1	GCA_000439275.1_ASM43927v1
HOT938 938-0337 1 1 1488	Lactobacillus_reuteri_genosp._2__HOT_938__Strain_K16__GB_KC700337__Named__X__0	GCA_000439275.1_ASM43927v1
HOT818 SEQF2544 4 6 1564	Lactobacillus reuteri I5007	GCA_000410995.1_ASM41099v1
HOT818 SEQF2544 3 6 1564	Lactobacillus reuteri I5007	GCA_000410995.1_ASM41099v1
HOT818 SEQF2567 2 6 1597	Lactobacillus reuteri TD1	GCA_000439275.1_ASM43927v1
HOT818 SEQF2567 4 6 1597	Lactobacillus reuteri TD1	GCA_000439275.1_ASM43927v1
HOT818 SEQF2544 2 6 1564	Lactobacillus reuteri I5007	GCA_000410995.1_ASM41099v1
HOT818 SEQF2544 6 6 1564	Lactobacillus reuteri I5007	GCA_000410995.1_ASM41099v1
HOT818 SEQF2544 5 6 1564	Lactobacillus reuteri I5007	GCA_000410995.1_ASM41099v1
HOT818 SEQF2544 1 6 1564	Lactobacillus reuteri I5007	GCA_000410995.1_ASM41099v1
HOT818 SEQF1120 1 6 1569	Lactobacillus reuteri 100-23	GCA_000168255.1_ASM16825v1
HOT818 SEQF1120 5 6 1569	Lactobacillus reuteri 100-23	GCA_000168255.1_ASM16825v1
HOT818 SEQF1120 3 6 1569	Lactobacillus reuteri 100-23	GCA_000168255.1_ASM16825v1
HOT818 SEQF1120 2 6 1568	Lactobacillus reuteri 100-23	GCA_000168255.1_ASM16825v1
HOT818 SEQF2567 6 6 1597	Lactobacillus reuteri TD1	GCA_000439275.1_ASM43927v1
HOT818 SEQF1120 4 6 1569	Lactobacillus reuteri 100-23	GCA_000168255.1_ASM16825v1
HOT818 SEQF1120 6 6 1569	Lactobacillus reuteri 100-23	GCA_000168255.1_ASM16825v1
HOT818 SEQF2567 1 6 1597	Lactobacillus reuteri TD1	GCA_000439275.1_ASM43927v1
HOT818 SEQF1369 4 6 1564	Lactobacillus reuteri SD2112	GCA_000159455.2_ASM15945v2
HOT818 SEQF1369 2 6 1564	Lactobacillus reuteri SD2112	GCA_000159455.2_ASM15945v2
HOT818 SEQF1369 6 6 1565	Lactobacillus reuteri SD2112	GCA_000159455.2_ASM15945v2
HOT818 SEQF1780 1 6 1564	Lactobacillus reuteri MM4-1A	GCA_000159475.2_ASM15947v2
HOT818 SEQF2567 5 6 1597	Lactobacillus reuteri TD1	GCA_000439275.1_ASM43927v1
HOT818 SEQF1780 4 6 1564	Lactobacillus reuteri MM4-1A	GCA_000159475.2_ASM15947v2
HOT818 SEQF1780 6 6 1564	Lactobacillus reuteri MM4-1A	GCA_000159475.2_ASM15947v2
HOT818 SEQF1121 5 6 1534	Lactobacillus reuteri JCM 1112	GCA_000010005.1_ASM1000v1
HOT818 SEQF1121 4 6 1534	Lactobacillus reuteri JCM 1112	GCA_000010005.1_ASM1000v1
HOT818 SEQF1121 3 6 1534	Lactobacillus reuteri JCM 1112	GCA_000010005.1_ASM1000v1
HOT818 SEQF1121 6 6 1534	Lactobacillus reuteri JCM 1112	GCA_000010005.1_ASM1000v1
HOT818 SEQF1121 2 6 1534	Lactobacillus reuteri JCM 1112	GCA_000010005.1_ASM1000v1
HOT818 SEQF1121 1 6 1534	Lactobacillus reuteri JCM 1112	GCA_000010005.1_ASM1000v1
HOT818 SEQF1779 1 1 1564	Lactobacillus reuteri MM2-3	GCA_000160715.1_ASM16071v1
HOT818 SEQF1780 2 6 1564	Lactobacillus reuteri MM4-1A	GCA_000159475.2_ASM15947v2
HOT818 SEQF1780 3 6 1564	Lactobacillus reuteri MM4-1A	GCA_000159475.2_ASM15947v2
HOT818 SEQF1369 1 6 1564	Lactobacillus reuteri SD2112	GCA_000159455.2_ASM15945v2
HOT818 SEQF1369 3 6 1564	Lactobacillus reuteri SD2112	GCA_000159455.2_ASM15945v2
HOT818 SEQF1369 5 6 1564	Lactobacillus reuteri SD2112	GCA_000159455.2_ASM15945v2
HOT818 SEQF1778 1 2 1440	Lactobacillus reuteri CF48-3A	GCA_000159615.1_ASM15961v1
HOT818 SEQF1780 5 6 1342	Lactobacillus reuteri MM4-1A	GCA_000159475.2_ASM15947v2
HOT608 SEQF1533 2 5 1568	Lactobacillus fermentum IFO 3956	GCA_000010145.1_ASM1014v1
HOT608 SEQF2605 4 5 1595	Lactobacillus fermentum MTCC 8711	GCA_000477515.1_Reference_Assembly
HOT608 608-8819 1 1 1531	Lactobacillus_fermentum__HOT_608__Strain_ATCC_14931__GB_M58819__Named__G__2	GCA_000477515.1_Reference_Assembly
HOT608 SEQF1766 1 1 1364	Lactobacillus fermentum ATCC 14931	GCA_000159215.1_ASM15921v1
HOT608 SEQF1964 2 5 1572	Lactobacillus fermentum CECT 5716	GCA_000210515.1_ASM21051v1
HOT608 SEQF2541 2 5 1568	Lactobacillus fermentum F-6	GCA_000397165.1_ASM39716v1
HOT608 SEQF1964 5 5 1568	Lactobacillus fermentum CECT 5716	GCA_000210515.1_ASM21051v1
HOT608 SEQF1964 1 5 1568	Lactobacillus fermentum CECT 5716	GCA_000210515.1_ASM21051v1
HOT608 SEQF1533 3 5 1568	Lactobacillus fermentum IFO 3956	GCA_000010145.1_ASM1014v1
HOT608 SEQF1964 3 5 1568	Lactobacillus fermentum CECT 5716	GCA_000210515.1_ASM21051v1
HOT608 SEQF2605 3 5 1595	Lactobacillus fermentum MTCC 8711	GCA_000477515.1_Reference_Assembly
HOT608 SEQF2605 5 5 1596	Lactobacillus fermentum MTCC 8711	GCA_000477515.1_Reference_Assembly
HOT608 SEQF1533 4 5 1568	Lactobacillus fermentum IFO 3956	GCA_000010145.1_ASM1014v1
HOT608 SEQF2541 1 5 1568	Lactobacillus fermentum F-6	GCA_000397165.1_ASM39716v1
HOT608 SEQF2541 4 5 1568	Lactobacillus fermentum F-6	GCA_000397165.1_ASM39716v1
HOT608 SEQF2605 2 5 1596	Lactobacillus fermentum MTCC 8711	GCA_000477515.1_Reference_Assembly
HOT608 SEQF1533 5 5 1568	Lactobacillus fermentum IFO 3956	GCA_000010145.1_ASM1014v1
HOT608 SEQF2541 5 5 1568	Lactobacillus fermentum F-6	GCA_000397165.1_ASM39716v1
HOT608 SEQF2605 1 5 1595	Lactobacillus fermentum MTCC 8711	GCA_000477515.1_Reference_Assembly
HOT608 SEQF1533 1 5 1568	Lactobacillus fermentum IFO 3956	GCA_000010145.1_ASM1014v1
HOT608 SEQF1964 4 5 1568	Lactobacillus fermentum CECT 5716	GCA_000210515.1_ASM21051v1
HOT608 SEQF2541 3 5 1568	Lactobacillus fermentum F-6	GCA_000397165.1_ASM39716v1
HOT756 SEQF1259 7 7 1517	Lactobacillus salivarius UCC118	GCA_000008925.1_ASM892v1
HOT756 SEQF2328 7 8 845		Lactobacillus salivarius SMXD51	GCA_000260335.1_ASM26033v1
HOT756 SEQF1782 2 2 1035	Lactobacillus salivarius DSM 20555 = ATCC 11741	GCA_000159395.1_ASM15939v1
HOT756 SEQF1259 5 7 1517	Lactobacillus salivarius UCC118	GCA_000008925.1_ASM892v1
HOT756 SEQF1259 2 7 1517	Lactobacillus salivarius UCC118	GCA_000008925.1_ASM892v1
HOT756 SEQF1259 3 7 1517	Lactobacillus salivarius UCC118	GCA_000008925.1_ASM892v1
HOT756 SEQF1259 4 7 1517	Lactobacillus salivarius UCC118	GCA_000008925.1_ASM892v1
HOT756 SEQF1966 4 7 1527	Lactobacillus salivarius CECT 5713	GCA_000143435.1_ASM14343v1
HOT756 SEQF1966 1 7 1527	Lactobacillus salivarius CECT 5713	GCA_000143435.1_ASM14343v1
HOT756 SEQF1259 1 7 1505	Lactobacillus salivarius UCC118	GCA_000008925.1_ASM892v1
HOT756 SEQF1966 3 7 1527	Lactobacillus salivarius CECT 5713	GCA_000143435.1_ASM14343v1
HOT756 756-9108 1 1 1517	Lactobacillus_salivarius__HOT_756__Strain_ATCC_11741__GB_AF089108__Named__G__2	GCA_000143435.1_ASM14343v1
HOT756 SEQF2122 6 7 1566	Lactobacillus salivarius NIAS840	GCA_000215465.2_ASM21546v2
HOT756 SEQF2122 5 7 1566	Lactobacillus salivarius NIAS840	GCA_000215465.2_ASM21546v2
HOT756 SEQF2328 3 8 1572	Lactobacillus salivarius SMXD51	GCA_000260335.1_ASM26033v1
HOT756 SEQF2328 5 8 1572	Lactobacillus salivarius SMXD51	GCA_000260335.1_ASM26033v1
